"Name: Grindstone"
"ID: 58012300"
"Ice In Date","Source"
"1976-11-26","MNDNR-SCO"
"1977-12-08","MNDNR-SCO"
"1978-12-02","MNDNR-SCO"
"1979-12-12","MNDNR-SCO"
"1980-12-11","MNDNR-SCO"
"1981-12-18","MNDNR-SCO"
"1991-11-29","MNDNR-SCO"
"1994-12-14","MNDNR-SCO"
"1995-11-29","MNDNR-SCO"
"1996-11-28","MNDNR-SCO"
"2003-12-12","MNPCA"
"2005-12-16","MNPCA"
"2006-12-27","MNPCA"
"2007-12-11","MNPCA"
"2018-12-07","MNDNR-SCO"
"2019-12-03","MNDNR-SCO"
"2021-12-23","MNDNR-SCO"
"2022-12-12","MNDNR-SCO"
