"Name: Hendricks"
"ID: 41011000"
"Ice In Date","Source"
"2001-11-28","MNPCA"
"2006-12-02","MNPCA"
"2007-11-21","MNPCA"
"2008-11-20","MNPCA"
"2011-11-20","MNDNR"
"2011-11-20","MNDNR-SCO"
"2016-12-05","MNDNR-SCO"
"2017-12-13","MNDNR-SCO"
"2018-11-09","MNPCA"
"2018-11-10","MNDNR-SCO"
"2019-11-11","MNDNR-SCO"
"2020-11-30","MNDNR-SCO"
"2021-11-25","MNDNR-SCO"
"2022-11-13","MNDNR-SCO"
"2022-11-13","MNPCA"
