"Name: Long"
"ID: 29016100"
"Ice In Date","Source"
"1987-12-17","MNPCA"
"1988-11-28","MNPCA"
"1989-11-26","MNPCA"
"1990-12-02","MNPCA"
"1991-11-25","MNPCA"
"1992-11-30","MNPCA"
"1993-11-27","MNPCA"
"1994-12-07","MNPCA"
"1995-11-24","MNPCA"
"1998-12-20","MNPCA"
"1999-12-17","MNPCA"
"2000-12-02","MNPCA"
"2001-12-17","MNPCA"
"2002-11-25","MNPCA"
"2003-11-26","MNPCA"
"2004-12-14","MNPCA"
"2016-12-16","MNDNR-SCO"
"2017-12-21","MNPCA"
"2017-12-21","MNDNR-SCO"
"2018-12-22","MNDNR-LLMMP"
"2018-12-22","MNDNR-SCO"
"2018-12-22","MNPCA"
"2019-12-10","MNDNR-LLMMP"
"2019-12-10","MNDNR-SCO"
"2020-12-15","MNDNR-SCO"
"2020-12-15","MNDNR-LLMMP"
"2021-12-21","MNDNR-SCO"
"2021-12-21","MNDNR-LLMMP"
"2022-12-17","MNDNR-SCO"
"2022-12-17","MNPCA"
