"Name: Ramsey"
"ID: 86012000"
"Ice In Date","Source"
"2001-12-03","MNPCA"
"2002-11-28","MNPCA"
"2003-12-09","MNPCA"
"2021-12-10","MNDNR-SCO"
"2022-12-01","MNDNR-SCO"
