"Name: Goose"
"ID: 10008900"
"Ice In Date","Source"
"2011-12-05","MNDNR"
"2011-12-05","MNDNR-SCO"
"2017-12-06","MNDNR-SCO"
"2019-12-02","MNDNR-SCO"
"2021-12-07","MNDNR-SCO"
"2022-11-18","MNDNR-SCO"
