"Name: Aerie"
"ID: 69070100"
"Ice In Date","Source"
"2006-11-25","MNPCA"
"2015-12-14","MNPCA"
"2017-11-09","MNPCA"
"2018-11-11","MNDNR-LLMMP"
"2018-11-13","MNPCA"
"2022-11-20","MNPCA"
